OBJECTID,ZO_ZONE,ZO_ORDINANCE,ZO_SPEC_CODE,ZO_PROJ_NUM,ZO_UPDATE_NUM,ZO_ZONE_DATE,ZO_ZONE_ORD,ZO_UPD_DATE,agstype,SHAPE_Length,SHAPE_Area,ZO_MAINT_TASK_ID,ZO_GIS_START_DATE,ZO_GIS_END_DATE
891,R1,1993 R,, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,3044.77120749232,275758.013895916, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
892,R1,1993 R,, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,1717.60258109929,106533.485613956, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
893,R1,1993 R,, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,11839.3570319923,4330411.1728671, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
894,R1,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,10038.2595834321,2840001.54623877, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
895,R1,1993 R,, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,4819.22481880102,811627.638196843, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
896,R1,1993 R,, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,7060.6449263547,2320830.18861965, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
897,R1,1993 R,, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,768.820448240346,128.984100630119, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
898,R1,1993 R,, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,53944.1742751772,22822175.9421925, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
899,R1,1993 R,, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,2780.5737518047,351939.848694622, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
900,R1,1993 R,28, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,7508.21670216628,954418.549325658, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
901,R1,1993 R,NV, ,Z2001-0006,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,2989.74245051153,45791.0507448823, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
902,R1,1993 R,, ,162,1900-01-01T00:00:00.000Z,R1   1993,2012-04-16T00:00:00.000Z,R1,1383.97796067206,91485.8668588114, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
903,R1,1993 R,28, ,Z2001-0006,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,2730.66945953397,384069.55933886, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
904,R1,1993 R,,ZMAP-2010-0004,179,2011-05-03T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,13831.8612575582,11837804.0621475, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
905,R1,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,198.781193710527,1914.42269237143, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
906,R1,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,3703.01823397796,26023.921501527, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
907,R1,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,3191.3505136221,160219.681381876, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
908,R1,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,1710.88438863145,13007.495842042, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
909,R1,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,1246.7536148448,17124.5190859073, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
910,R1,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,3461.27331119004,54493.4895864796, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
911,R1,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,89.3800152251854,7.83807600069174, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
912,R1,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,844.309226872481,112.900839732592, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
913,R1,1993 R,NV, ,Z2001-0006,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,3786.01354930593,1656.02904706518, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
914,R1,1993 R,, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,13051.858327122,5193425.89592377, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
915,R1,1993 R,, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,11.3429509551292,1.28716599441433, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
916,R1,1993 R,, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,61.9676667134784,1.63457292523873, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
917,R1,1993 R,, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,8.52668280972112,1.47551750082716, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
918,R1,1993 R,NV,ZMAP-2005-0036,00032,2005-11-09T00:00:00.000Z,R1    1993,2016-05-23T00:00:00.000Z,R1,7181.5003412116,1961971.58150783, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
919,R1,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,2727.12160932972,455444.177828602, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
920,R1,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,1134.94085464084,74234.9758921566, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
921,R1,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,598.67581404778,20.1989270759771, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
922,R1,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R1    1993,2012-04-16T00:00:00.000Z,R1,365.013809196624,407.645107280825, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
923,R1,1993 R,NV,ZMAP-2014-0006,00013,2015-11-04T00:00:00.000Z,93R R1,2016-11-15T00:00:00.000Z,R1,2570.64255885401,181919.055842123, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
924,R1,1993 R,NONE,ZMAP-2015-0012,,1900-01-02T00:00:00.000Z,R1 93R,2016-10-28T00:00:00.000Z,R1,3565.67765188918,778268.417734966, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
925,R16,1993 R,,ZMAP-2005-0044,  ,2007-05-15T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,3176.93281912991,589735.686168301, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
926,R16,1993 R,28,ZMAP-1986-0029, ,1988-10-26T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,7303.94590076209,2701258.37933522, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
927,R16,1993 R,28,ZMAP-1992-0004, ,1993-01-06T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,6869.69148891495,2892453.78411224, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
928,R16,1993 R,28,ZMAP-1992-0004, ,1993-01-16T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,5075.77968501029,1143351.92182169, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
929,R16,1993 R,28,ZMAP-1986-0029, ,1988-10-16T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,6098.36942717962,1847600.2099875, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
930,R16,1993 R,NV,ZMAP-1998-0008,Z2000-0047,1999-11-03T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,6984.36928188238,1826515.97060235, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
931,R16,1993 R,28,ZMAP-1990-0022,Z2000-0042,1995-05-03T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,5903.80751115932,1142434.54702024, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
932,R16,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,1761.31763850588,190327.914744738, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
933,R16,1993 R,28,ZMAP-2005-0022,,2006-12-05T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,1723.00153201232,172980.710773248, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
934,R16,1993 R,NV,ZMAP-1991-0007, ,1995-02-01T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,5467.80890600842,1200998.48614916, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
935,R16,1993 R,,ZMAP-1987-0036, ,1989-01-17T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,4006.59570605121,653017.763627847, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
936,R16,1993 R,,ZMAP-1989-0019, ,1994-01-05T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,2590.84556710572,366987.197165294, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
937,R16,1993 R,28,ZMAP-1989-0001, ,1990-11-13T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,10512.2282776839,3354437.81287207, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
938,R16,1993 R,,ZMAP-1985-0002, ,1985-10-07T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,2771.75151593106,377282.318906155, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
939,R16,1993 R,,ZMAP-1985-0024, ,1986-04-14T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,1209.52254931144,81194.6739177268, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
940,R16,1993 R,,ZMAP-1996-0007, ,1997-02-05T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,869.567500063694,42707.0662049971, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
941,R16,1993 R,28,ZMAP-1989-0014, ,1990-09-04T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,2802.53360431636,479822.620358756, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
942,R16,1993 R,,ZMAP-1990-0015,Z2000-0036,1993-02-03T00:00:00.000Z,R16   1993,2016-09-27T00:00:00.000Z,R16,9803.84276372321,4832884.94631341, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
943,R16,1993 R,28,ZMAP-1998-0006,Z2000-0029,1999-11-17T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,3386.95791377512,486502.891254391, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
944,R16,1993 R,28,ZMAP-1991-0010, ,1993-05-05T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,5440.94187898797,1147994.37984158, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
945,R16,1993 R,,ZMAP-1994-0017, ,1995-11-19T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,4153.35475351002,685542.46074008, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
946,R16,1993 R,NV,ZMAP-1998-0008,Z2000-0047,1999-11-03T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,1.82518150087559,0.150330000491887, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
947,R16,1993 R,NV,ZMAP-1998-0008,Z2000-0047,1999-11-03T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,83.6834335078428,68.7089250283659, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
948,R16,1993 R,28,ZMAP-1990-0014,Z2000-0040,1991-12-17T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,11179.9393444854,3958267.1657174, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
949,R16,1993 R,NV,ZMAP-1998-0008,Z2000-0047,1999-11-03T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,1311.10631928539,1840.94309778368, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
950,R16,1993 R,,ZMAP-1990-0008, ,1995-02-15T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,5126.8410103348,1065052.76065168, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
951,R16,1993 R,,ZMAP-2006-0011,176,2010-05-04T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,1457.58282377345,127031.926213197, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
952,R16,1993 R,,ZMAP-1990-0013,Z2000-0024,1997-04-02T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,6617.73935405539,1374506.23392736, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
953,R16,1993 R,,ZMAP-1999-0021, ,2001-01-16T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,4175.10239505578,979129.311947828, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
954,R16,1993 R,,ZMAP-2003-0008, ,2005-07-19T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,8685.67228474429,1101550.84400149, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
955,R16,1993 R,,ZMAP-1994-0017, ,1995-11-19T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,3494.79801328202,619199.95501025, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
956,R16,1993 R,,ZMAP-1995-0009, ,1996-12-18T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,2475.10803765465,276635.739455105, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
957,R16,1993 R,,ZMAP-2002-0013, ,2005-12-06T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,3723.44712416863,316027.667880346, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
958,R16,1993 R,,ZMAP-2004-0020,,2006-02-21T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,5341.75288504949,575274.936257801, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
959,R16,1993 R,,ZMAP-2005-0003, ,2006-02-21T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,3975.44853245355,805490.908956448, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
960,R16,1993 R,28,ZMAP-2005-0039,111,2007-06-19T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,3767.87714020916,698833.097887169, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
961,R16,1993 R,,ZMAP-2006-0003,128,2007-12-04T00:00:00.000Z,R16   1993,2015-05-21T00:00:00.000Z,R16,3423.62075738549,548741.793247566, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
962,R16,1993 R,,ZMAP-2006-0007,129,2007-12-04T00:00:00.000Z,R16   1993,2017-12-11T00:00:00.000Z,R16,4233.27764290775,975928.010028188, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
963,R16,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,1260.64735301878,58467.0102310137, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
964,R16,1993 R,NV,ZMAP-1991-0007, ,1995-02-01T00:00:00.000Z,R16   1993,2012-04-16T00:00:00.000Z,R16,2.08214047394854,0.0570499979041517, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
965,R16,1993 R,NV,ZMAP-2013-0013, ,2014-07-09T00:00:00.000Z,R16    93R,2014-08-08T00:00:00.000Z,R16,1579.11001572172,153885.368742385, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
966,R16,1993 R,NV,ZMAP-2013-0009, ,2014-12-03T00:00:00.000Z,R16  93 R,2014-12-15T00:00:00.000Z,R16,1531.0992662732,144898.999975613, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
967,R16,1993 R,NV,ZMAP-2013-0010,NO VALUE,2015-02-18T00:00:00.000Z,R16 93R,2015-06-10T00:00:00.000Z,R16,2835.11120501536,317944.185072852, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
968,R16,1993 R,NV,ZMAP-2012-0006, ,2015-09-02T00:00:00.000Z,R16 R93,2018-10-01T00:00:00.000Z,R16,6260.27125591322,1324272.87484461, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
969,R16,1993 R,NV,ZMAP-2014-0005, ,2015-07-15T00:00:00.000Z,R16    R93,2017-11-21T00:00:00.000Z,R16,1788.31337964862,201726.204490753, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
970,R16,1993 R,NV,ZMAP-2012-0005,00012,2013-10-02T00:00:00.000Z,93R R16,2016-01-13T00:00:00.000Z,R16,739.316302653481,21533.3569128174, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
971,R16,1993 R,NV,ZMAP-2015-0007,,2017-03-23T00:00:00.000Z,R16  93 R,2017-03-24T00:00:00.000Z,R16,1777.4964735501,202790.898794879, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
972,R16,1993 R,NV,ZMAP-2013-0003,NO VALUE,2018-03-06T00:00:00.000Z,R16 93R,2018-03-07T00:00:00.000Z,R16,5353.01081740972,887275.347334962, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
973,R16,1993 R,NV,ZMAP-2018-0001,NO VALUE,2018-09-12T00:00:00.000Z,R16 R93,2018-09-14T00:00:00.000Z,R16,5633.07805686876,905523.230250333, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
974,R16,1993 R,NV,ZMAP-2006-0015,00012,2007-12-04T00:00:00.000Z,93R R16,2016-01-13T00:00:00.000Z,R16,5751.2940843146,1070409.7264704, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
975,R2,1993 R,, ,Z2000-0017,1900-01-01T00:00:00.000Z,R2    1993,2012-04-16T00:00:00.000Z,R2,1527.44414328942,125289.940298552, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
976,R2,1993 R,, , ,1900-01-01T00:00:00.000Z,R2    1993,2012-04-16T00:00:00.000Z,R2,8259.63508711175,2680196.08791384, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
977,R2,1993 R,, , ,1900-01-01T00:00:00.000Z,R2    1993,2012-04-16T00:00:00.000Z,R2,1215.21741400879,86518.1753439531, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
978,R2,1993 R,, , ,1900-01-01T00:00:00.000Z,R2    1993,2012-04-16T00:00:00.000Z,R2,12872.1225545202,6228589.096177, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
979,R2,1993 R,, , ,1900-01-01T00:00:00.000Z,R2    1993,2012-04-16T00:00:00.000Z,R2,9465.83732571679,4246936.14196495, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
980,R2,1993 R,28, , ,1900-01-01T00:00:00.000Z,R2    1993,2012-04-16T00:00:00.000Z,R2,1600.2506224233,127356.48017329, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
981,R2,1993 R,28, , ,1900-01-01T00:00:00.000Z,R2    1993,2012-04-16T00:00:00.000Z,R2,2554.62108104494,383430.986556869, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
982,R2,1993 R,28, , ,1900-01-01T00:00:00.000Z,R2    1993,2012-04-16T00:00:00.000Z,R2,864.879223532575,46253.3786350505, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
983,R2,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R2    1993,2012-04-16T00:00:00.000Z,R2,15497.2684440133,8232378.5171537, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
984,R2,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R2    1993,2012-04-16T00:00:00.000Z,R2,720.059191249076,30426.4677703896, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
985,R2,1993 R,,ZMAP-2008-0014,145,2009-06-02T00:00:00.000Z,R2    1993,2012-04-16T00:00:00.000Z,R2,1428.31544939594,105954.290056474, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
986,R2,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R2    1993,2012-04-16T00:00:00.000Z,R2,3547.87782079195,94808.6429127456, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
987,R2,1993 R,, , ,1900-01-01T00:00:00.000Z,R2    1993,2012-04-16T00:00:00.000Z,R2,5552.59294950747,564233.021429918, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
988,R2,1993 R,AI,ZMAP-2011-0005,00007,2012-05-18T00:00:00.000Z,93R R-2,2015-12-03T00:00:00.000Z,R2,7972.92248798918,4228609.10820179, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
989,R2,1993 R,NV,NO VALUE,NO VALUE,1900-01-02T00:00:00.000Z,R2 93R,2019-01-24T00:00:00.000Z,R2,99857.4310179182,325524745.012642, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
990,R24,1993 R,28,ZMAP-1991-0004, ,1992-10-07T00:00:00.000Z,R24   1993,2012-04-16T00:00:00.000Z,R24,5411.65104074684,1487214.96977536, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
991,R24,1993 R,,ZMAP-1994-0017, ,1995-11-19T00:00:00.000Z,R24   1993,2012-04-16T00:00:00.000Z,R24,4656.2362027449,1009235.11367533, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
992,R24,1993 R,,ZMAP-2003-0008, ,2005-07-19T00:00:00.000Z,R24   1993,2012-04-16T00:00:00.000Z,R24,3545.48503805245,526022.340333268, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
993,R24,1993 R,,ZMAP-2003-0008, ,2005-07-19T00:00:00.000Z,R24   1993,2012-04-16T00:00:00.000Z,R24,3924.00352215106,266597.656257593, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
994,R24,1993 R,,ZMAP-2006-0011,176,2010-05-04T00:00:00.000Z,R24   1993,2012-04-16T00:00:00.000Z,R24,2560.19141603875,314908.817890119, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
995,R24,1993 R,,ZMAP-2008-0007,164,2009-09-01T00:00:00.000Z,R24  1993,2012-04-16T00:00:00.000Z,R24,5423.51967329211,1031527.02031307, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
996,R24,1993 R,NV,ZMAP-2006-0015,00012,2007-12-04T00:00:00.000Z,93R R24,2016-01-13T00:00:00.000Z,R24,3271.00661177125,586478.031025982, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
997,R24,1993 R,NV,ZMAP-2002-0017,197,2011-07-19T00:00:00.000Z,R24   1993,2015-10-08T00:00:00.000Z,R24,4177.72708366867,1018686.16982424, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
998,R3,1993 R,,ZMAP-2001-0001, ,2002-10-21T00:00:00.000Z,R3    1993,2012-04-16T00:00:00.000Z,R3,4111.30827668625,977524.837908247, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
999,R3,1993 R,NONE,ZMAP-2008-0020,203,2011-11-09T00:00:00.000Z,R3    1993,2015-03-17T00:00:00.000Z,R3,5157.74880913584,1233391.40768631, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
1000,R4,1993 R,,ZMAP-2001-0002, ,2002-07-15T00:00:00.000Z,R4    1993,2012-04-16T00:00:00.000Z,R4,2453.98891218632,384385.648141778, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
1001,R4,1993 R,,ZMAP-1988-0025, ,1989-06-05T00:00:00.000Z,R4    1993,2012-04-16T00:00:00.000Z,R4,7455.37052256536,2254794.37815757, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
1002,R4,1993 R,,ZMAP-1999-0005, ,2000-03-03T00:00:00.000Z,R4    1993,2012-04-16T00:00:00.000Z,R4,4189.47584090993,1151705.6317798, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
1003,R4,1993 R,NV, , ,1900-01-01T00:00:00.000Z,R4    1993,2012-04-16T00:00:00.000Z,R4,13711.4107368793,7187013.05278685, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
1004,R4,1993 R,,ZMAP-1999-0015,Z2001-0003,2000-06-19T00:00:00.000Z,R4    1993,2012-04-16T00:00:00.000Z,R4,2043.37616387169,248816.673340424, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
1005,R4,1993 R,,ZMAP-2005-0017,,2006-05-09T00:00:00.000Z,R4    1993,2012-04-16T00:00:00.000Z,R4,3817.29288131378,544748.012421052, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
1006,R4,1993 R,,ZMAP-2006-0008, ,2007-06-13T00:00:00.000Z,R4    1993,2012-04-16T00:00:00.000Z,R4,3272.4200173142,589761.3772828, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
1007,R4,1993 R,,ZMAP-1994-0003, ,1994-11-16T00:00:00.000Z,R4    1993,2012-04-16T00:00:00.000Z,R4,1854.44845188736,181025.451558077, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
1008,R4,1993 R,,ZMAP-1988-0031, ,1989-08-01T00:00:00.000Z,R4    1993,2012-04-16T00:00:00.000Z,R4,6376.66911828789,1281557.69081389, ,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z
